Nombre, Annee
0
0
0
0
0
0
0
0
0
3,1979
3,1979
3,1979
3,1979
3,1979
4,1979
3,1979
4,1979
3,1979
3,1979
4,1979
3,1979
3,1979
3,1979
3,1979
3,1979
3,1979
4,1979
3,1979
3,1979
3,1979
4,1979
3,1979
4,1979
3,198
4,198
3,198
4,198
4,198
3,198
3,198
3,198
3,198
1,198
3,198
3,198
4,198
3,198
4,198
4,198
3,198
3,198
3,198
4,198
3,198
3,198
3,198
4,198
3,198
5,198
4,198
4,198
3,198
4,198
3,198
3,198
3,198
3,198
4,198
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4,1979
4,1979
3,1979
4,1979
4,1979
3,1979
3,1979
3,1979
4,1979
3,1979
3,1979
4,1979
3,1979
3,1979
3,1979
3,1979
4,1979
3,1979
4,1979
3,1979
4,1979
4,1979
4,1979
3,1979
3,1979
4,1979
3,1979
4,1979
3,198
3,198
4,198
3,198
4,198
4,198
4,198
4,198
3,198
3,198
3,198
3,198
3,198
3,198
3,198
3,198
3,198
3,198
3,198
3,198
3,198
3,198
3,198
4,198
4,198
3,198
3,198
3,198
3,198
4,198
0
0
0
0
0
0
0
0
0
0
3,1979
4,1979
3,1979
3,1979
2,1979
3,1979
4,1979
2,1979
3,1979
2,1979
2,1979
4,1979
3,1979
3,1979
3,1979
3,1979
4,1979
2,1979
2,1979
4,1979
2,1979
2,1979
4,1979
2,1979
2,1979
3,1979
3,1979
4,1979
4,1979
2,1979
2,1979
2,1979
2,1979
2,1979
3,1979
3,1979
4,1979
3,1979
3,1979
3,1979
3,1979
3,1979
3,1979
2,1979
3,1979
3,1979
2,1979
4,1979
4,1979
3,1979
4,1979
4,1979
2,1979
3,1979
0
0
0
0
0
0
0
0
0
0
0
0
0
3,1979
2,1979
2,1979
2,1979
4,1979
4,1979
3,1979
3,1979
4,1979
3,1979
3,1979
4,1979
3,1979
3,1979
2,1979
3,1979
2,1979
4,1979
4,1979
2,1979
3,1979
2,1979
2,1979
2,1979
2,1979
2,1979
3,1979
3,1979
3,1979
3,1979
2,1979
4,1979
4,1979
3,1979
4,1979
4,1979
0
0
0
0
0
0
0
0
0
3,198
4,198
4,198
3,198
3,198
3,198
3,198
4,198
4,198
4,198
3,198
4,198
3,198
3,198
3,198
4,198
3,198
3,198
4,198
4,198
4,1979
3,1979
4,1979
4,1979
3,1979
3,1979
3,1979
3,1979
3,1979
3,1979
3,1979
4,1979
3,1979
3,1979
3,1979
3,1979
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7,1954
3,2011
3,2011
3,2011
3,2011
3,2011
3,2011
3,2011
3,2011
3,2011
3,2011
3,2011
3,2011
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4,1976
4,1976
4,1976
4,1976
4,1976
4,1976
4,1976
4,1976
4,1976
4,1976
4,1976
4,1976
4,1976
4,1976
4,1976
4,1976
4,1976
4,1976
4,1976
5,1976
5,1976
4,1976
3,1976
3,1976
5,1976
3,1976
3,1976
3,1976
4,1976
5,1976
5,1976
4,1976
4,1976
5,1976
5,1976
3,1976
3,1976
4,1976
3,1976
4,1976
3,1976
4,1976
3,1976
3,1976
3,1976
2,1976
3,1976
4,1976
3,1976
2,1976
3,1976
3,1976
2,1976
2,1976
3,1976
2,1976
2,1976
3,1976
2,1976
2,1976
3,1976
2,1976
2,1976
2,1976
2,1976
2,1976
3,1976
3,1976
3,1976
3,1976
3,1976
2,1976
2,1976
3,1976
2,1976
3,1976
3,1976
4,1976
4,1976
4,1976
4,1976
3,1976
2,1976
2,1976
2,1976
2,1976
4,1976
4,1976
4,1976
2,1976
3,1976
2,1976
2,1976
2,1976
3,1976
2,1976
2,1976
4,1976
2,1976
2,1976
4,1976
3,1976
3,1976
3,1976
3,1976
4,1976
2,1976
2,1976
2,1976
4,1976
3,1976
2,1976
2,1976
2,1976
2,1976
2,1976
4,1976
3,1976
3,1976
2,1976
2,1976
2,1976
3,1976
2,1976
3,1976
2,1976
3,1976
3,1976
2,1976
2,1976
3,1976
4,1976
4,1976
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4,1964
4,1964
5,1964
4,1964
5,1964
4,1964
4,1964
5,1964
5,1964
5,1964
5,1964
4,1964
5,1964
5,1964
4,1964
5,1964
4,1964
4,1964
5,1964
4,1964
4,1964
6,1964
4,1964
6,1964
4,1964
6,1964
6,1964
4,1964
4,1964
6,1964
5,1964
5,1964
5,1964
5,1964
6,1964
6,1964
6,1964
5,1964
6,1964
4,1964
4,1964
5,1964
4,1964
4,1964
4,1964
5,1964
5,1964
5,1964
4,1964
5,1964
4,1964
4,1964
4,1964
4,1964
4,1964
4,1964
4,1964
4,1964
4,1964
4,1964
4,1964
4,1964
4,1964
4,1964
4,1964
4,1964
4,1964
4,1964
4,1964
4,1964
4,1964
6,1964
6,1964
6,1964
6,1964
6,1964
4,1964
4,1964
4,1964
4,1964
3,1964
3,1964
3,1964
4,1964
3,1964
4,1964
4,1964
4,1964
3,1964
4,1964
5,1964
5,1964
5,1964
4,1964
4,1964
5,1964
4,1964
4,1964
4,1964
5,1964
3,1967
6,1967
3,1967
3,1967
2,1967
6,1967
6,1967
6,1967
3,1967
3,1967
2,1967
3,1967
2,1967
2,1967
3,1967
2,1967
3,1967
3,1967
2,1967
3,1967
4,1967
4,1967
5,1967
5,1967
5,1967
4,1967
4,1967
4,1967
5,1967
5,1967
3,1967
3,1967
2,1967
2,1967
3,1967
3,1967
2,1967
2,1967
2,1967
3,1967
4,1968
5,1968
5,1968
4,1968
4,1968
4,1968
5,1968
5,1968
4,1968
5,1968
3,1968
3,1968
3,1968
4,1968
4,1968
3,1968
4,1968
4,1968
4,1968
3,1968
3,1968
4,1968
3,1968
4,1968
3,1968
4,1968
4,1968
4,1968
3,1968
3,1968
3,1968
2,1968
3,1968
3,1968
3,1968
3,1968
2,1968
2,1968
2,1968
2,1968
3,1968
3,1968
4,1968
4,1968
4,1968
4,1968
3,1968
3,1968
4,1968
3,1968
5,1968
4,1968
4,1968
5,1968
5,1968
4,1968
4,1968
5,1968
4,1968
5,1968
5,1968
4,1968
4,1968
5,1968
5,1968
5,1968
4,1968
0
5,1968
4,1968
4,1968
6,1968
6,1968
6,1968
6,1968
3,1968
3,1968
3,1968
3,1968
6,1968
3,1968
3,1968
3,1968
3,1968
4,1968
3,1968
4,1968
4,1968
4,1968
3,1968
4,1968
4,1968
3,1968
3,1968
3,1968
3,1968
3,1968
4,1968
3,1968
4,1968
4,1968
4,1968
4,1968
3,1968
3,1968
3,1968
3,1968
4,1968
3,1968
4,1968
4,1968
4,1968
3,1968
3,1968
3,1968
3,1968
4,1968
4,1968
3,1968
4,1968
4,1968
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6,1971
3,1971
4,1971
1,1971
3,1971
1,1971
3,1971
3,1971
2,1971
3,1971
3,1971
4,1971
4,1971
6,1971
6,1971
4,1971
1,1971
4,1971
4,1971
4,1971
2,1971
4,1971
2,1971
2,1971
2,1971
3,1971
5,1971
4,1971
3,1971
2,1971
4,1971
2,1971
5,1971
3,1971
5,1971
3,1971
4,1971
5,1971
5,1971
4,1971
4,1971
2,1971
4,1971
2,1971
5,1971
3,1971
2,1971
4,1971
2,1971
2,1971
4,1971
3,1971
3,1971
4,1971
3,1971
4,1971
5,1971
5,1971
3,1971
5,1971
2,1971
5,1971
5,1971
3,1971
3,1971
2,1971
4,1971
5,1971
2,1971
2,1971
4,1971
5,1971
5,1971
4,1971
2,1971
3,1971
3,1971
3,1971
2,1971
4,1971
3,1971
4,1971
4,1971
2,1971
4,1971
4,1971
3,1971
4,1971
3,1971
4,1971
3,1971
4,1971
3,1971
3,1971
4,1971
4,1971
3,1971
4,1972
4,1972
3,1972
4,1972
4,1972
3,1972
4,1972
3,1972
4,1972
2,1972
3,1972
4,1972
4,1972
3,1972
3,1972
3,1972
4,1972
4,1972
5,1972
2,1972
3,1972
2,1972
2,1972
3,1972
3,1972
5,1972
5,1972
5,1972
4,1972
4,1972
2,1972
2,1972
2,1972
6,1972
1,1972
1,1972
6,1972
3,1972
4,1972
1,1972
1,1972
6,1972
6,1972
6,1972
3,1972
3,1972
3,1972
4,1972
1,1972
4,1972
4,1972
5,1972
2,1972
4,1972
2,1972
3,1972
4,1972
2,1972
3,1972
3,1972
4,1972
5,1972
2,1972
2,1972
5,1972
4,1972
3,1972
5,1972
2,1972
5,1972
2,1972
5,1972
2,1972
5,1972
5,1972
3,1972
2,1972
4,1972
4,1972
4,1972
4,1972
3,1972
3,1972
2,1972
5,1972
4,1972
5,1972
2,1972
3,1972
2,1972
2,1972
3,1972
4,1972
3,1972
4,1972
3,1972
4,1972
3,1972
4,1972
3,1972
3,1972
4,1972
3,1972
3,1972
4,1972
4,1972
4,1972
3,1972
4,1972
4,1972
4,1967
3,1967
3,1967
4,1967
3,1967
3,1967
4,1967
4,1967
4,1967
3,1967
4,1967
4,1967
5,1967
4,1967
5,1967
5,1967
4,1967
5,1967
5,1967
4,1967
3,1967
4,1967
3,1967
3,1967
4,1967
4,1967
4,1967
4,1967
3,1967
3,1967
4,1967
4,1967
3,1967
4,1967
3,1967
3,1967
4,1967
3,1967
4,1967
3,1967
4,1967
4,1967
3,1967
4,1967
3,1967
3,1967
4,1967
3,1967
4,1967
3,1967
5,1967
4,1967
4,1967
4,1967
5,1967
5,1967
4,1967
4,1967
5,1967
5,1967
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4,1972
6,1972
3,1972
4,1972
3,1972
3,1972
4,1972
4,1972
3,1972
3,1972
6,1972
3,1972
4,1972
3,1972
4,1972
3,1972
4,1972
4,1972
1,1972
2,1972
3,1972
3,1972
3,1972
2,1972
2,1972
2,1972
2,1972
3,1972
3,1972
4,1972
4,1972
3,1972
3,1972
4,1972
6,1972
4,1972
3,1972
2,1972
3,1972
2,1972
2,1972
2,1972
2,1972
3,1972
3,1972
3,1972
4,1972
3,1972
4,1972
3,1972
6,1972
4,1972
3,1972
1,1972
4,1972
3,1972
0
0
0
0
0
0
0
0
0
0
0
0
0
4
3
4
3
4
4
3
3
3
3
0
0
0
3,1953
3,1953
3,1953
3,1953
3,1953
3,1953
0
0
0
0
0
0
0
0
0
0
0
4,1976
3,1976
4,1976
5,1976
4,1976
5,1976
5,1976
3,1976
4,1976
4,1976
4,1976
5,1976
4,1976
3,1976
3,1976
3,1976
3,1971
5,1971
3,1971
2,1971
3,1971
2,1971
4,1971
4,1971
4,1971
3,1971
3,1971
3,1971
4,1971
4,1971
4,1971
5,1971
5,1971
3,1971
4,1971
4,1971
5,1971
3,1971
3,1971
2,1971
2,1971
2,1976
4,1976
3,1976
4,1976
2,1976
5,1976
3,1976
5,1976
4,1976
4,1976
4,1976
4,1976
4,1976
5,1976
4,1976
4,1976
4,1976
5,1976
4,1976
5,1976
4,1976
4,1976
4,1976
4,1976
4,1976
4,1976
4,1976
4,1976
4,1976
4,1976
5,1976
5,1976
5,1976
5,1976
5,1976
5,1976
2,1988
2,1988
3,1988
3,1988
3,1988
2,1988
3,1988
2,1988
3,1988
2,1988
2,1988
2,1988
0
0
0
0
0
0
4,1981
3,1981
3,1981
3,1981
3,1981
4,1981
4,1981
3,1981
3,1981
4,1981
4,194
4,194
4,1995
4,1995
4,1995
6,1974
0
3,1975
4,1975
4,1975
3,1975
4,1975
4,1975
2,1975
4,1975
4,1975
3,1975
2,1975
2,1975
2,1975
4,1975
4,1975
2,1975
3,1975
4,1975
2,1975
3,1975
5,1975
3,1975
3,1975
5,1975
3,1975
4,1975
2,1975
3,1975
3,1975
3,1975
3,1975
2,1975
3,1975
5,1975
1,1975
2,1975
2,1975
2,1975
3,1975
2,1975
3,1975
4,1975
5,1975
5,1975
5,1975
4,1975
3,1975
3,1975
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3,1977
4,1977
3,1977
1,1977
2,1977
3,1977
3,1977
2,1977
3,1977
2,1977
2,1977
2,1977
2,1977
2,1977
1,1977
1,1983
3,1983
3,1983
3,1983
2,1983
3,1983
1,1983
3,1983
0
0
0
2,1983
2,1983
4,1983
4,1983
4,1983
3,1983
4,1983
3,1961
4,1958
3,1952
3,1952
3,1952
3,1952
3,1952
3,1952
3,1952
3,1952
3,1952
3,1952
3,1952
3,1952
3,1952
3,1952
3,1952
3,1952
3,1952
3,1952
3,1952
3,1952
3,1952
3,1952
3,1952
3,1952
3,1952
3,1952
3,1952
3,1952
3,1952
3,1952
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4,1957
4,195
3,195
4,195
0
0
0
0
0
0
2,1973
2,1973
2,1973
2,1973
3,1973
3,1973
3,1973
3,1973
2,1973
4,1973
4,1973
4,1973
4,1973
1,1973
1,1973
1,1973
1,1973
4,1973
3,1973
3,1973
3,1973
3,1973
3,1973
2,1973
3,1973
3,1973
3,1973
3,1973
2,1973
2,1973
3,1973
3,1973
3,1973
2,1973
3,1973
2,1973
2,1973
3,1973
3,1973
4,1973
3,1973
3,1973
2,1973
2,1973
2,1973
2,1973
3,1973
4,1973
4,1973
3,1973
4,1973
4,1973
4,1973
3,1973
3,1973
2,1973
3,1973
3,1973
3,1973
4,1973
3,1973
4,1973
3,1973
4,1973
3,1973
2,1973
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2,1957
4,1957
2,1957
2,1957
2,1957
4,1957
4,1957
4,1957
2,1957
4,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
2,1957
2,1957
2,1957
4,1957
4,1957
2,1957
2,1957
4,1957
4,1957
4,1957
4,1957
2,1957
4,1957
2,1957
2,1957
2,1957
4,1957
2,1957
4,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
4,1957
4,1957
2,1957
2,1957
4,1957
4,1957
2,1957
2,1957
2,1957
4,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
2,1957
4,1957
2,1957
4,1957
4,1957
2,1957
4,1957
2,1957
2,1957
4,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
2,1957
2,1957
2,1957
3,1957
2,1957
4,1957
4,1957
4,1957
4,1957
2,1957
2,1957
2,1957
2,1957
4,1957
5,1957
4,1957
4,1957
2,1957
4,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
2,1957
2,1957
4,1957
4,1957
2,1957
2,1957
4,1957
4,1957
2,1957
4,1957
4,1957
2,1957
4,1957
4,1957
2,1957
2,1957
2,1957
2,1957
4,1957
4,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
3,1957
4,1957
4,1957
2,1957
2,1957
2,1957
